Year,Treatment,Rep,Response
1962,Treatment 2,7,27.15872896430966
1963,Treatment 2,7,12.309367876199957
1964,Treatment 2,7,9.400876590189256
1965,Treatment 2,7,9.434812176704462
1966,Treatment 2,7,16.601753733372675
1967,Treatment 2,7,13.057295880827231
1968,Treatment 2,7,15.830309720690654
1969,Treatment 2,7,17.435824922141776
1970,Treatment 2,7,11.458698081205116
1971,Treatment 2,7,22.028755924698636
1972,Treatment 2,7,13.721498771491829
1973,Treatment 2,7,3.607634483941366
1974,Treatment 2,7,13.821423002921243
1975,Treatment 2,7,20.826316135252284
1976,Treatment 2,7,12.486687192718396
1977,Treatment 2,7,17.3327593992559
1978,Treatment 2,7,30.159857608591594
1979,Treatment 2,7,14.688188397697056
1980,Treatment 2,7,28.916544699763833
1981,Treatment 2,7,31.914917903149238
1982,Treatment 2,7,11.143731672796752
1983,Treatment 2,7,7.238417374280466
1984,Treatment 2,7,11.535296534785155
1985,Treatment 2,7,7.676796714262005
1986,Treatment 2,7,0.11231920966858944
1987,Treatment 2,7,12.370890122944527
1988,Treatment 2,7,23.631621447919144
1989,Treatment 2,7,20.592603612532507
1990,Treatment 2,7,8.24947765635073
1991,Treatment 2,7,20.466007384304383
1992,Treatment 2,7,9.336576084641333
1993,Treatment 2,7,16.857823360960055
1994,Treatment 2,7,24.216428744231933
1995,Treatment 2,7,21.253579707602302
1996,Treatment 2,7,25.101809124147696
1997,Treatment 2,7,12.617892011190653
1998,Treatment 2,7,23.698497946811926
1999,Treatment 2,7,14.207379454854765
2000,Treatment 2,7,26.06304253746737
2001,Treatment 2,7,9.26747207071026
2002,Treatment 2,7,13.175570821390256
2003,Treatment 2,7,12.593711683373135
2004,Treatment 2,7,-5.287925905711877
2005,Treatment 2,7,3.5853993128124646
2006,Treatment 2,7,30.86428256754109
2007,Treatment 2,7,9.335005548614962
2008,Treatment 2,7,9.78780637657523
2009,Treatment 2,7,17.65310396218142
2010,Treatment 2,7,9.627951466842841
2011,Treatment 2,7,25.376949207299646
2012,Treatment 2,7,3.466217992523241
2013,Treatment 2,7,10.718925959988027
2014,Treatment 2,7,7.5238120054375015
2015,Treatment 2,7,16.37981967831008
2016,Treatment 2,7,22.907619861796718
2017,Treatment 2,7,22.377244620278468
2018,Treatment 2,7,25.043047980288748
2019,Treatment 2,7,20.97202090103831
2020,Treatment 2,7,7.857542302697402
2021,Treatment 2,7,18.08759852914614
2022,Treatment 2,7,-2.4464600972146258
2023,Treatment 2,7,15.497388298543628
1950,Control,8,16.83415921983132
1951,Control,8,4.406854957055572
1952,Control,8,25.632385222463043
1953,Control,8,19.849490398506315
1954,Control,8,1.774369931036814
1955,Control,8,22.289892275017035
1956,Control,8,13.044815375319452
1957,Control,8,18.866349578015686
1958,Control,8,23.5826585015723
1959,Control,8,6.534578394861171
1960,Control,8,-7.22311041716555
1961,Control,8,20.13241708339381
1962,Control,8,23.351242564334683
1963,Control,8,20.03833595941639
1964,Control,8,16.135747117379324
1965,Control,8,-9.114630194859565
1966,Control,8,12.136143003364472
1967,Control,8,9.973105180068607
1968,Control,8,11.306120648724587
1969,Control,8,13.885622296229819
1970,Control,8,15.64778026309816
1971,Control,8,20.699719107591214
1972,Control,8,15.841900800842334
1973,Control,8,12.293697193145857
1974,Control,8,14.003718692628397
1975,Control,8,9.11441414793749
1976,Control,8,6.246929065863839
1977,Control,8,22.234558863145292
1978,Control,8,15.615729390674055
1979,Control,8,15.172238375159552
1980,Control,8,19.236372633955487
1981,Control,8,0.9413101990242918
1982,Control,8,32.46522190619201
1983,Control,8,-12.582481066714337
1984,Control,8,14.449977239706747
1985,Control,8,5.4572314792143874
1986,Control,8,17.67895094171466
1987,Control,8,10.406153674915627
1988,Control,8,-7.202337713188179
1989,Control,8,-1.8836306403055438
1990,Control,8,8.801467133268476
1991,Control,8,22.417183695559174
1992,Control,8,7.34223547269995
1993,Control,8,20.4797256183832
1994,Control,8,18.961761038128177
1995,Control,8,17.588023423992713
1996,Control,8,19.776934616613808
1997,Control,8,17.271906568076755
1998,Control,8,13.147106890288208
1999,Control,8,12.824075725583787
2000,Control,8,-1.1722292451239227
2001,Control,8,17.795166185756443
2002,Control,8,23.089320826547734
2003,Control,8,11.30837817358094
2004,Control,8,13.0315385335102
2005,Control,8,23.370876061061523
2006,Control,8,15.882937001246711
2007,Control,8,17.119883069119652
2008,Control,8,26.47829491787479
2009,Control,8,8.334973675141866
2010,Control,8,25.943505348238652
2011,Control,8,20.264124570365322
2012,Control,8,6.003482159420466
2013,Control,8,-0.7903883064353039
2014,Control,8,10.81041064633989
2015,Control,8,10.605008396233814
2016,Control,8,7.707666114883578
2017,Control,8,21.145072986069714
2018,Control,8,19.152272719183
2019,Control,8,17.96181534771119
2020,Control,8,15.980366039208318
2021,Control,8,23.996823952939515
2022,Control,8,25.13655491865846
2023,Control,8,23.703279919702695
1950,Treatment 1,8,15.673223939873765
1951,Treatment 1,8,11.651132441583052
1952,Treatment 1,8,23.279331966411274
1953,Treatment 1,8,-1.3126773442938457
1954,Treatment 1,8,5.859156724633678
1955,Treatment 1,8,12.644667590589915
1956,Treatment 1,8,16.860984891242307
1957,Treatment 1,8,11.13149709333148
1958,Treatment 1,8,17.04546640866485
1959,Treatment 1,8,23.35965410958218
1960,Treatment 1,8,14.487147760665223
1961,Treatment 1,8,25.492334845761338
1962,Treatment 1,8,24.619225776956114
1963,Treatment 1,8,10.031676869900542
1964,Treatment 1,8,14.288361900618918
1965,Treatment 1,8,17.988250558690265
1966,Treatment 1,8,18.23659556402476
1967,Treatment 1,8,12.733658695122573
1968,Treatment 1,8,19.00031414305937
1969,Treatment 1,8,16.28918838733681
1970,Treatment 1,8,22.66104193302906
1971,Treatment 1,8,24.82125632003745
1972,Treatment 1,8,21.20622659228384
1973,Treatment 1,8,21.49862147180449
1974,Treatment 1,8,10.946488125613904
1975,Treatment 1,8,20.945181643118282
1976,Treatment 1,8,11.895907761859291
1977,Treatment 1,8,2.4313655162663075
1978,Treatment 1,8,7.807398600302806
1979,Treatment 1,8,8.19307915273112
1980,Treatment 1,8,13.316565655430303
1981,Treatment 1,8,11.095489924137429
1982,Treatment 1,8,17.793160935331176
1983,Treatment 1,8,8.084590508983982
1984,Treatment 1,8,21.750969692113564
1985,Treatment 1,8,8.948110711228125
1986,Treatment 1,8,21.81403134867629
1987,Treatment 1,8,20.10023934537255
1988,Treatment 1,8,14.46857953031743
1989,Treatment 1,8,10.047402438562804
1990,Treatment 1,8,32.11364444297634
1991,Treatment 1,8,20.313148524217485
1992,Treatment 1,8,11.283711035760899
1993,Treatment 1,8,23.514620209446363
1994,Treatment 1,8,15.867538791776886
1995,Treatment 1,8,18.010350313174094
1996,Treatment 1,8,19.17054013533989
1997,Treatment 1,8,15.982306555681642
1998,Treatment 1,8,17.988706173502386
1999,Treatment 1,8,25.450636464747646
2000,Treatment 1,8,29.438094702191407
2001,Treatment 1,8,28.18195761356307
2002,Treatment 1,8,17.87850284620893
2003,Treatment 1,8,17.16718029943826
2004,Treatment 1,8,9.002063421175759
2005,Treatment 1,8,23.946051308449587
2006,Treatment 1,8,21.31379900999018
2007,Treatment 1,8,12.209133159288811
2008,Treatment 1,8,8.813511387433518
2009,Treatment 1,8,11.20387298861835
2010,Treatment 1,8,17.034864635275472
2011,Treatment 1,8,12.693042951203338
2012,Treatment 1,8,25.940363820673433
2013,Treatment 1,8,19.828794715405092
2014,Treatment 1,8,25.72085195277252
2015,Treatment 1,8,21.538329031201755
2016,Treatment 1,8,21.329288747784467
2017,Treatment 1,8,13.919617351300085
2018,Treatment 1,8,21.798332737321807
2019,Treatment 1,8,10.858582114792073
2020,Treatment 1,8,18.998307291138545
2021,Treatment 1,8,7.430206298294663
2022,Treatment 1,8,18.31438796294643
2023,Treatment 1,8,13.403242514889643
1950,Treatment 2,8,17.957952132960905
1951,Treatment 2,8,-3.55594066362902
1952,Treatment 2,8,21.047590111199593
1953,Treatment 2,8,26.600512920808598
1954,Treatment 2,8,18.92063460296695
1955,Treatment 2,8,21.95033634213828
1956,Treatment 2,8,14.176548964022684
1957,Treatment 2,8,17.52137947356504
1958,Treatment 2,8,16.454202764165284
1959,Treatment 2,8,10.556292929094305
1960,Treatment 2,8,23.276914566057755
1961,Treatment 2,8,5.695194694706846
1962,Treatment 2,8,17.03972676268141
1963,Treatment 2,8,14.110492412232526
1964,Treatment 2,8,12.893540482166445
1965,Treatment 2,8,7.0868989823686706
1966,Treatment 2,8,12.530713129235043
1967,Treatment 2,8,12.069806369133875
1968,Treatment 2,8,6.391732404929678
1969,Treatment 2,8,29.31587427240028
1970,Treatment 2,8,26.494838650744732
1971,Treatment 2,8,32.72188368078175
1972,Treatment 2,8,24.508535959282142
1973,Treatment 2,8,10.047632372531464
1974,Treatment 2,8,14.849506916994585
1975,Treatment 2,8,-0.6459372638462639
1976,Treatment 2,8,23.274687866131764
1977,Treatment 2,8,11.123473393347535
1978,Treatment 2,8,17.407035996293843
1979,Treatment 2,8,16.825469178955235
1980,Treatment 2,8,31.494347152300833
1981,Treatment 2,8,3.4987716283373533
1982,Treatment 2,8,10.92717000864386
1983,Treatment 2,8,12.108592828445923
1984,Treatment 2,8,22.606832485941602
1985,Treatment 2,8,13.06744492317183
1986,Treatment 2,8,19.777474179373524
1987,Treatment 2,8,9.573959688144583
1988,Treatment 2,8,20.51112126806366
1989,Treatment 2,8,21.418965582589223
1990,Treatment 2,8,18.709473084397132
1991,Treatment 2,8,17.66615572681761
1992,Treatment 2,8,24.21994671625312
1993,Treatment 2,8,6.324552334228198
1994,Treatment 2,8,26.39764435369262
1995,Treatment 2,8,12.560455658779361
1996,Treatment 2,8,9.27342115954944
1997,Treatment 2,8,20.024359932528533
1998,Treatment 2,8,23.234713105473332
1999,Treatment 2,8,5.574363965574761
2000,Treatment 2,8,14.45250731695511
2001,Treatment 2,8,13.587313678837026
2002,Treatment 2,8,18.32388801170392
2003,Treatment 2,8,20.159935559445493
2004,Treatment 2,8,6.013786533519131
2005,Treatment 2,8,13.695397568568161
2006,Treatment 2,8,5.9593383679990275
2007,Treatment 2,8,5.0842672317872655
2008,Treatment 2,8,20.33674863639868
2009,Treatment 2,8,22.121384206516797
2010,Treatment 2,8,15.683426313702022
2011,Treatment 2,8,6.6580025106694105
2012,Treatment 2,8,7.792559009624541
2013,Treatment 2,8,25.292334643801205
2014,Treatment 2,8,2.3363417116233833
2015,Treatment 2,8,20.92878251209336
2016,Treatment 2,8,16.087209671857284
2017,Treatment 2,8,18.762908566567017
2018,Treatment 2,8,25.158634306727727
2019,Treatment 2,8,10.733293544951204
2020,Treatment 2,8,11.852135863779218
2021,Treatment 2,8,10.185435101378848
2022,Treatment 2,8,30.36875007968791
2023,Treatment 2,8,12.699092289220506
1950,Control,9,29.225931522554255
1951,Control,9,2.2973507062267444
1952,Control,9,20.915117062318505
1953,Control,9,16.983569508011456
1954,Control,9,17.92971545055644
1955,Control,9,12.030281178929238
1956,Control,9,11.628126848946595
1957,Control,9,13.454087736198355
1958,Control,9,13.395618319183058
1959,Control,9,17.34350266031297
1960,Control,9,14.657242528455631
1961,Control,9,32.65461726249425
1962,Control,9,3.1585331680820428
1963,Control,9,-2.11120485240928
1964,Control,9,19.359609677717295
1965,Control,9,13.114488670582796
1966,Control,9,2.4010433134504794
1967,Control,9,22.35663912244003
1968,Control,9,1.9452223326381741
1969,Control,9,12.056171782754888
1970,Control,9,18.507385910831736
1971,Control,9,7.610673957402243
1972,Control,9,9.912009027909043
1973,Control,9,10.022944755359465
1974,Control,9,12.694644804557182
1975,Control,9,28.952632261281465
1976,Control,9,11.55032642784486
1977,Control,9,8.927880613952645
1978,Control,9,6.414726691056419
1979,Control,9,9.141270917588631
1980,Control,9,13.311930817213032
1981,Control,9,9.734064291784822
1982,Control,9,7.387276253808375
1983,Control,9,2.5447465662482838
1984,Control,9,13.249663803944308
1985,Control,9,0.6487048624522487
1986,Control,9,18.32878699652809
1987,Control,9,2.894075119662272
1988,Control,9,11.24229412068945
1989,Control,9,26.680675113804938
1990,Control,9,18.386629965632505
1991,Control,9,18.968780849092823
1992,Control,9,19.007118008442653
1993,Control,9,10.618357907693046
1994,Control,9,6.89074339516732
1995,Control,9,1.484934657830875
1996,Control,9,7.204651005925254
1997,Control,9,16.676594312926202
1998,Control,9,12.165383452862127
1999,Control,9,11.976741327262287
2000,Control,9,12.547216979817811
2001,Control,9,19.199499056759137
2002,Control,9,18.718817275919633
2003,Control,9,20.403375423990703
2004,Control,9,6.373531622645954
2005,Control,9,19.588035196979064
2006,Control,9,9.213714729181223
2007,Control,9,8.671383733374364
2008,Control,9,12.110154773052217
2009,Control,9,21.59852506330831
2010,Control,9,15.651773652380172
2011,Control,9,21.696773996482097
2012,Control,9,18.5163058272558
2013,Control,9,1.6206609387604782
2014,Control,9,20.039638179912465
2015,Control,9,18.410542155661457
2016,Control,9,-6.399229678203408
2017,Control,9,-0.7692315384161201
2018,Control,9,23.481282060330095
2019,Control,9,3.87517820514719
2020,Control,9,6.464383990419028
2021,Control,9,12.600544213461937
2022,Control,9,-1.9157285390756549
2023,Control,9,10.10923105645725
1950,Treatment 1,9,25.440274992720312
1951,Treatment 1,9,14.823666940389334
1952,Treatment 1,9,21.133285863910405
1953,Treatment 1,9,22.780653187344704
1954,Treatment 1,9,19.011617992648752
1955,Treatment 1,9,18.629077671845778
1956,Treatment 1,9,3.1066520210496584
1957,Treatment 1,9,22.746086062213145
1958,Treatment 1,9,8.208817280042854
1959,Treatment 1,9,6.634492791508787
1960,Treatment 1,9,16.38956048588263
1961,Treatment 1,9,17.57873363429096
1962,Treatment 1,9,12.629583251898373
1963,Treatment 1,9,13.249897458103666
1964,Treatment 1,9,22.22332743876709
1965,Treatment 1,9,9.448292079257266
1966,Treatment 1,9,3.4354102384320697
1967,Treatment 1,9,10.022044046213523
1968,Treatment 1,9,22.12951086863555
1969,Treatment 1,9,21.026800727935914
1970,Treatment 1,9,34.03975051565625
1971,Treatment 1,9,15.877656238099995
1972,Treatment 1,9,11.547524946933745
1973,Treatment 1,9,16.200991158112586
1974,Treatment 1,9,18.49517279033682
1975,Treatment 1,9,7.802137298826411
1976,Treatment 1,9,23.2193055077065
1977,Treatment 1,9,2.6887474161345555
1978,Treatment 1,9,22.499411483563286
1979,Treatment 1,9,25.280272342301004
1980,Treatment 1,9,12.58325849641308
1981,Treatment 1,9,22.748719528233295
1982,Treatment 1,9,10.185839901904572
1983,Treatment 1,9,20.281296339892165
1984,Treatment 1,9,9.59988309913321
1985,Treatment 1,9,15.999619813894398
1986,Treatment 1,9,15.129174298010504
1987,Treatment 1,9,5.553951874158509
1988,Treatment 1,9,17.775047299837492
1989,Treatment 1,9,1.3650635385703431
1990,Treatment 1,9,16.317397991102872
1991,Treatment 1,9,8.991803001588291
1992,Treatment 1,9,19.15579520317261
1993,Treatment 1,9,24.778409932690725
1994,Treatment 1,9,26.22087191936886
1995,Treatment 1,9,11.903402871144493
1996,Treatment 1,9,4.0758285712581035
1997,Treatment 1,9,12.277800334065521
1998,Treatment 1,9,14.786510417216206
1999,Treatment 1,9,10.399128389408126
2000,Treatment 1,9,11.613243630381827
2001,Treatment 1,9,25.137668704065682
2002,Treatment 1,9,9.277869550263476
2003,Treatment 1,9,23.134241509424513
2004,Treatment 1,9,6.204984187466188
2005,Treatment 1,9,38.49229353272184
2006,Treatment 1,9,16.835427704648346
2007,Treatment 1,9,31.693063416761607
2008,Treatment 1,9,11.250219019589798
2009,Treatment 1,9,30.172257173068083
2010,Treatment 1,9,4.794991217380664
2011,Treatment 1,9,18.526866884656542
2012,Treatment 1,9,29.3932907077944
2013,Treatment 1,9,10.14760955570447
2014,Treatment 1,9,21.288682364455493
2015,Treatment 1,9,29.758975132715456
2016,Treatment 1,9,19.08638081534025
2017,Treatment 1,9,13.782919802660862
2018,Treatment 1,9,13.025495152864078
2019,Treatment 1,9,34.0469628596674
2020,Treatment 1,9,9.95087690006094
2021,Treatment 1,9,13.889510228019953
2022,Treatment 1,9,15.156532495462306
2023,Treatment 1,9,20.54755278211677
1950,Treatment 2,9,20.368221365173966
1951,Treatment 2,9,21.14380912417362
1952,Treatment 2,9,27.671851171206185
1953,Treatment 2,9,17.96742905792512
1954,Treatment 2,9,8.68988362114936
1955,Treatment 2,9,25.653235802180756
1956,Treatment 2,9,6.6562785194757055
1957,Treatment 2,9,15.344056574403238
1958,Treatment 2,9,23.259896668194152
1959,Treatment 2,9,23.029278663880145
1960,Treatment 2,9,9.313049065290121
1961,Treatment 2,9,25.79324486262074
1962,Treatment 2,9,-2.900722476722173
1963,Treatment 2,9,18.23778177159347
1964,Treatment 2,9,3.2378213495015373
1965,Treatment 2,9,3.116929833314158
1966,Treatment 2,9,15.004261464769407
1967,Treatment 2,9,19.383510075265335
1968,Treatment 2,9,22.61846614391383
1969,Treatment 2,9,11.092424055635156
1970,Treatment 2,9,10.272961656198252
1971,Treatment 2,9,26.762754072818186
1972,Treatment 2,9,17.524020900247187
1973,Treatment 2,9,24.21574045004695
1974,Treatment 2,9,1.8212108710177883
1975,Treatment 2,9,22.46171713318871
1976,Treatment 2,9,11.775886549432226
1977,Treatment 2,9,9.231473643267627
1978,Treatment 2,9,15.068549419598117
1979,Treatment 2,9,18.434831073393852
1980,Treatment 2,9,3.0996744174946684
1981,Treatment 2,9,16.170986457778355
1982,Treatment 2,9,12.518603947136008
1983,Treatment 2,9,-4.711447535523696
1984,Treatment 2,9,8.249367625359168
1985,Treatment 2,9,19.426842164106095
1986,Treatment 2,9,9.689381361793174
1987,Treatment 2,9,16.345510210723432
1988,Treatment 2,9,22.117507166455624
1989,Treatment 2,9,8.790772428243587
1990,Treatment 2,9,18.930284349861047
1991,Treatment 2,9,-1.6268265481805635
1992,Treatment 2,9,6.313511366548077
1993,Treatment 2,9,30.029359219105345
1994,Treatment 2,9,18.630819526866105
1995,Treatment 2,9,8.587171793843378
1996,Treatment 2,9,11.796275962659275
1997,Treatment 2,9,7.562008263190848
1998,Treatment 2,9,20.12757318592071
1999,Treatment 2,9,20.356770620884497
2000,Treatment 2,9,7.887611464698488
2001,Treatment 2,9,21.850515602037092
2002,Treatment 2,9,18.927429931744406
2003,Treatment 2,9,38.075843050341305
2004,Treatment 2,9,12.51379608956512
2005,Treatment 2,9,34.83429825655439
2006,Treatment 2,9,16.609457359387843
2007,Treatment 2,9,19.31363287197037
2008,Treatment 2,9,20.832096332904126
2009,Treatment 2,9,17.15710586050943
2010,Treatment 2,9,35.2935712793292
2011,Treatment 2,9,17.60015309837625
2012,Treatment 2,9,19.341698922645982
2013,Treatment 2,9,-1.8949078132533543
2014,Treatment 2,9,14.28341134081517
2015,Treatment 2,9,12.538293620973567
2016,Treatment 2,9,18.441487018087066
2017,Treatment 2,9,5.051306327200846
2018,Treatment 2,9,25.83273683023645
2019,Treatment 2,9,16.328930364544643
2020,Treatment 2,9,15.413000795944702
2021,Treatment 2,9,35.894807121036166
2022,Treatment 2,9,19.872399211242247
2023,Treatment 2,9,7.967925921924704
1950,Control,10,19.521320958869538
1951,Control,10,23.42026885672658
1952,Control,10,19.482683060109874
1953,Control,10,49.76958209345306
1954,Control,10,-2.7672413713099644
1955,Control,10,10.143032174504484
1956,Control,10,2.105910475212145
1957,Control,10,19.019743416130737
1958,Control,10,20.077620365727373
1959,Control,10,24.69545600620434
1960,Control,10,2.2444194202301855
1961,Control,10,29.950306939433137
1962,Control,10,10.422174776458544
1963,Control,10,3.2766120316930696
1964,Control,10,8.858118292943024
1965,Control,10,22.267028780418844
1966,Control,10,28.49031384646736
1967,Control,10,14.487817891377247
1968,Control,10,11.669408662654437
1969,Control,10,8.13353037474763
1970,Control,10,25.392607613103287
1971,Control,10,28.44265084113722
1972,Control,10,17.787476037875056
1973,Control,10,16.097947703391355
1974,Control,10,10.950273272413684
1975,Control,10,4.532462368967979
1976,Control,10,21.15398529354198
1977,Control,10,9.124395249959854
1978,Control,10,12.099495790426182
1979,Control,10,13.159680669321714
1980,Control,10,24.959998935372845
1981,Control,10,19.777034682961055
1982,Control,10,25.958008314576993
1983,Control,10,12.551225022064685
1984,Control,10,10.099434139560305
1985,Control,10,15.95898465075358
1986,Control,10,13.41653827011317
1987,Control,10,10.573232738222137
1988,Control,10,11.005348049578611
1989,Control,10,13.427318723612956
1990,Control,10,13.686040530313864
1991,Control,10,5.5237862289851485
1992,Control,10,7.880132381512787
1993,Control,10,16.381335693270998
1994,Control,10,25.693700133726587
1995,Control,10,0.32763774540304347
1996,Control,10,19.82385254379743
1997,Control,10,16.791981554213073
1998,Control,10,19.81770482401337
1999,Control,10,10.688636310693422
2000,Control,10,6.203302442186317
2001,Control,10,14.761685564875673
2002,Control,10,30.60051546655741
2003,Control,10,23.25832540015486
2004,Control,10,-4.239955411493785
2005,Control,10,21.662828296738724
2006,Control,10,17.89957379567701
2007,Control,10,10.331450525445547
2008,Control,10,25.64586310446684
2009,Control,10,9.348380886275574
2010,Control,10,11.485007912624187
2011,Control,10,3.136936134430252
2012,Control,10,8.90923109309762
2013,Control,10,24.18371587782375
2014,Control,10,23.21425762210994
2015,Control,10,6.855510513653757
2016,Control,10,10.300171555849467
2017,Control,10,24.39657272965509
2018,Control,10,15.942496374231466
2019,Control,10,10.81334669338624
2020,Control,10,21.010809657688323
2021,Control,10,13.118393572421352
2022,Control,10,11.939634364397309
2023,Control,10,12.126902488071323
1950,Treatment 1,10,1.2084770197235475
1951,Treatment 1,10,18.705592427470208
1952,Treatment 1,10,19.08849301029676
1953,Treatment 1,10,13.904538555631756
1954,Treatment 1,10,19.760755702541907
1955,Treatment 1,10,15.785614849486697
1956,Treatment 1,10,9.48266142413838
1957,Treatment 1,10,14.984286837617228
1958,Treatment 1,10,4.623097180836105
1959,Treatment 1,10,10.275518024990134
1960,Treatment 1,10,22.05385496513948
1961,Treatment 1,10,15.330283776756788
1962,Treatment 1,10,12.986359367112659
1963,Treatment 1,10,0.7638828617095168
1964,Treatment 1,10,19.09397333172084
1965,Treatment 1,10,11.378523341223715
1966,Treatment 1,10,21.587409140821592
1967,Treatment 1,10,20.14216729041255
1968,Treatment 1,10,11.960812215272952
1969,Treatment 1,10,-2.0383778691076095
1970,Treatment 1,10,12.244813082144578
1971,Treatment 1,10,12.820210913768243
1972,Treatment 1,10,17.20487461067324
1973,Treatment 1,10,17.007015079759054
1974,Treatment 1,10,1.3037858304928047
1975,Treatment 1,10,21.93593663561723
1976,Treatment 1,10,7.17900526704866
1977,Treatment 1,10,9.36296738095761
1978,Treatment 1,10,13.923327690389044
1979,Treatment 1,10,23.965495492286145
1980,Treatment 1,10,25.626539251615654
1981,Treatment 1,10,16.964334100262757
1982,Treatment 1,10,15.808035149444168
1983,Treatment 1,10,18.99414710163278
1984,Treatment 1,10,10.982294386456083
1985,Treatment 1,10,13.698761957906257
1986,Treatment 1,10,12.07240977792027
1987,Treatment 1,10,21.00013553275176
1988,Treatment 1,10,4.127601553446469
1989,Treatment 1,10,19.601332264146762
1990,Treatment 1,10,20.371732558827127
1991,Treatment 1,10,13.530054568124726
1992,Treatment 1,10,7.576343682614506
1993,Treatment 1,10,4.372776110765788
1994,Treatment 1,10,31.598214880823114
1995,Treatment 1,10,15.64593518386782
1996,Treatment 1,10,16.211193239164505
1997,Treatment 1,10,15.802858956482126
1998,Treatment 1,10,29.577732109452718
1999,Treatment 1,10,15.628958558152181
2000,Treatment 1,10,2.157661226368159
2001,Treatment 1,10,3.03632210313749
2002,Treatment 1,10,17.222464618470955
2003,Treatment 1,10,19.76018569827712
2004,Treatment 1,10,24.12450353902696
2005,Treatment 1,10,21.80196747425857
2006,Treatment 1,10,4.6951079030370035
2007,Treatment 1,10,11.796203702002083
2008,Treatment 1,10,16.327895501810826
2009,Treatment 1,10,23.079841646135698
2010,Treatment 1,10,24.849415586371666
2011,Treatment 1,10,3.6643291133232196
2012,Treatment 1,10,20.550156041996768
2013,Treatment 1,10,19.149316252315213
2014,Treatment 1,10,24.525448905854816
2015,Treatment 1,10,20.4508374931962
2016,Treatment 1,10,9.107098287720458
2017,Treatment 1,10,22.972103476552725
2018,Treatment 1,10,12.15975412243771
2019,Treatment 1,10,19.84904023616895
2020,Treatment 1,10,21.234799830610434
2021,Treatment 1,10,16.351607660125005
2022,Treatment 1,10,19.506872443936523
2023,Treatment 1,10,2.753140784032432
1950,Treatment 2,10,16.53353987528582
1951,Treatment 2,10,2.9478526377438588
1952,Treatment 2,10,23.369929405524122
1953,Treatment 2,10,16.155224784426277
1954,Treatment 2,10,8.215693641773626
1955,Treatment 2,10,-0.05008090365806517
1956,Treatment 2,10,28.105769280887472
1957,Treatment 2,10,9.050445720094288
1958,Treatment 2,10,30.093598888080617
1959,Treatment 2,10,8.483918384103465
1960,Treatment 2,10,16.416112103044647
1961,Treatment 2,10,17.894296645845476
1962,Treatment 2,10,2.826234923504952
1963,Treatment 2,10,14.154747998529364
1964,Treatment 2,10,26.023503669679627
1965,Treatment 2,10,22.925666542769505
1966,Treatment 2,10,22.580303846285315
1967,Treatment 2,10,14.581156842847651
1968,Treatment 2,10,9.210071576523989
1969,Treatment 2,10,10.26156676338411
1970,Treatment 2,10,22.371875828548593
1971,Treatment 2,10,30.39047308859768
1972,Treatment 2,10,6.694890404115432
1973,Treatment 2,10,1.3225093129388323
1974,Treatment 2,10,0.4045371432196525
1975,Treatment 2,10,23.564430045130326
1976,Treatment 2,10,17.90863453599701
1977,Treatment 2,10,24.192746788219203
1978,Treatment 2,10,5.343219924102142
1979,Treatment 2,10,19.955939285200124
1980,Treatment 2,10,9.469819626058994
1981,Treatment 2,10,12.699922527643993
1982,Treatment 2,10,13.805964522430637
1983,Treatment 2,10,12.631302373188493
1984,Treatment 2,10,29.012701133410246
1985,Treatment 2,10,27.112992171623887
1986,Treatment 2,10,32.15962459374411
1987,Treatment 2,10,9.45280205422479
1988,Treatment 2,10,8.490073179486629
1989,Treatment 2,10,12.588934315286155
1990,Treatment 2,10,11.859384187150553
1991,Treatment 2,10,-7.55269399884984
1992,Treatment 2,10,6.949891794771203
1993,Treatment 2,10,-2.305674534838378
1994,Treatment 2,10,-4.144509591641384
1995,Treatment 2,10,20.363557251869363
1996,Treatment 2,10,12.671743179426105
1997,Treatment 2,10,21.479558474047916
1998,Treatment 2,10,10.495479619807014
1999,Treatment 2,10,9.79353740208538
2000,Treatment 2,10,22.395383751294233
2001,Treatment 2,10,8.055050086104167
2002,Treatment 2,10,20.95454388909178
2003,Treatment 2,10,23.578207616501846
2004,Treatment 2,10,27.338539480119657
2005,Treatment 2,10,11.095382805632056
2006,Treatment 2,10,-3.1694788356354913
2007,Treatment 2,10,16.116068289541
2008,Treatment 2,10,10.878173296398018
2009,Treatment 2,10,11.656072133327616
2010,Treatment 2,10,19.18951277564346
2011,Treatment 2,10,27.097160368895644
2012,Treatment 2,10,15.062996447555333
2013,Treatment 2,10,14.225519052177622
2014,Treatment 2,10,9.48679456794781
2015,Treatment 2,10,7.553447170798071
2016,Treatment 2,10,11.995274682123886
2017,Treatment 2,10,22.762199656115776
2018,Treatment 2,10,16.692213932408418
2019,Treatment 2,10,8.844565631336465
2020,Treatment 2,10,25.01611490537139
2021,Treatment 2,10,10.643879077777846
2022,Treatment 2,10,9.76525664548715
2023,Treatment 2,10,19.04345934866865
